window,start,end,grid_return_jpy_pct,bh_return_jpy_pct,grid_dd_pct,bh_dd_pct,sharpe,round_trips,verdict
2018_q4,2018-09-28,2018-12-31,-11.281493488934512,-16.70478485948632,12.422884080799381,18.841655605677953,-2.192298668362518,1,REJECT
2020_crash,2020-02-01,2020-04-30,-5.745047936374012,-11.466518720687192,19.069884797671893,32.70000186658788,-0.2656492184891886,8,REJECT
2022_bear,2022-01-03,2022-12-30,-1.7533844778854981,-8.016423592985259,16.946277189760824,22.893555435144446,-0.8684850623034391,3,REJECT
2020_21_bull,2020-05-01,2021-12-31,7.702849527998808,85.5366010131364,0.3158252728723699,9.586681142156417,0.4374849153842369,6,REJECT
2023_26_bull,2023-01-03,2026-07-31,23.60081917105918,135.6918010126137,0.5480626002710697,19.123195503852234,0.634493378711946,10,REJECT
