strategy,spacing_mode,regime,core_pct,capital_jpy,symbols,start,end,total_return_jpy_pct,total_return_usd_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,calmar,trades,round_trips,win_rate,profit_factor,fees_usd,dividends_usd,bh_return_jpy_pct,bh_cagr_pct,bh_max_drawdown_pct,verdict,verdict_reasons
us_fixed_grid_v1,fixed_pct,False,0.0,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,51.70747551765504,6.803166679775583,0.7722608467680914,6.907059333633938,0.2777646309113207,0.4096378876588376,0.11755041789861251,192,96,68.75,11.162660504339048,42.87956690116625,0.0,236.2457245550115,10.59656204251047,25.302008459372686,REJECT,return below Buy & Hold despite at least comparable drawdown
us_core20_grid_v1,fixed_pct,False,20,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,88.42391147446357,32.65180476436336,3.357761995810904,10.93431219673502,0.6492226607092055,0.9207498691777692,0.31492542430117904,192,95,69.47368421052632,7.140905612896483,42.65631371589982,0.0,236.2457245550115,10.59656204251047,25.302008459372686,REJECT,return below Buy & Hold despite at least comparable drawdown
us_core30_grid_v1,fixed_pct,False,30,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,115.00428721944336,51.364582703719186,4.964344401147991,13.382577681973274,0.7207304161022252,1.0145202204794745,0.38076774320614387,183,90,65.55555555555556,4.903043245807843,39.89921575938816,0.0,236.2457245550115,10.59656204251047,25.302008459372686,REJECT,return below Buy & Hold despite at least comparable drawdown; max drawdown 13.4% exceeds strategy limit 12.0%
us_core40_grid_v1,fixed_pct,False,40,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,150.98780624795756,76.69724193764092,6.88013315280358,16.484476543233523,0.7325107916891048,1.0249712234044837,0.43247188260164043,163,80,67.5,6.764916679638269,36.42380753564568,0.0,236.2457245550115,10.59656204251047,25.302008459372686,REJECT,return below Buy & Hold despite at least comparable drawdown; max drawdown 16.5% exceeds strategy limit 12.0%
us_adaptive_grid_v1,atr_pct,False,0.0,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,53.965699709421536,8.392972942984215,0.9464477442969965,6.647337155403986,0.3244923780803055,0.4895526030321098,0.1486698665885324,152,76,85.52631578947368,24.05081493849203,34.43448704788504,0.0,236.2457245550115,10.59656204251047,25.302008459372686,REJECT,return below Buy & Hold despite at least comparable drawdown
us_regime_adaptive_grid_v1,atr_pct,True,0.0,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,49.25899674711411,5.07941980870237,0.5807921951215711,1.6603465380516558,0.45734570928524965,0.7438712104011046,0.35374812081738255,102,51,82.35294117647058,24.740042746479702,23.539142697690895,0.0,236.2457245550115,10.59656204251047,25.302008459372686,REJECT,return below Buy & Hold despite at least comparable drawdown
us_fixed_grid_cost2x_v1,fixed_pct,False,0.0,300000.0,US.IWM|US.QQQ|US.SPY,2018-01-01,2026-07-31,48.299283914942684,4.403774991402666,0.5049861416983603,7.214894944378461,0.18898803633623107,0.27101635188666223,0.07557943146560295,182,91,68.13186813186813,8.469849579610923,81.84819312099813,0.0,236.087159053996,10.590464767353879,25.31897337207254,REJECT,return below Buy & Hold despite at least comparable drawdown
