capital_jpy,symbols,total_return_jpy_pct,cagr_pct,max_drawdown_pct,sharpe,round_trips,bh_return_jpy_pct,verdict
100000,US.SPY,42.0439863665415,0.0,0.0,0.0,0,258.83941011328045,REJECT
100000,US.SPY|US.QQQ|US.IWM,58.49968482440998,1.2894668512304586,12.388088596487828,0.2583872590534203,57,258.83941011328045,REJECT
300000,US.SPY,46.873463047335974,0.39155918128574996,2.640982224339252,0.28457032343019345,32,316.26338228229207,REJECT
300000,US.SPY|US.QQQ|US.IWM,53.15824704154696,0.8844260301143825,6.801428772651756,0.31915155504975234,102,316.26338228229207,REJECT
500000,US.SPY,45.030609884065555,0.24350697196264814,1.599981545057802,0.29110404390134526,33,344.1113266919268,REJECT
500000,US.SPY|US.QQQ|US.IWM,48.80148028059178,0.5447076201452239,4.1672057598283105,0.32047159886235027,103,344.1113266919268,REJECT
1000000,US.SPY,43.53729812530363,0.12231281010814943,0.8058616908506319,0.28970476492614095,33,355.16710829798154,REJECT
1000000,US.SPY|US.QQQ|US.IWM,45.42273332356634,0.27514819422531644,2.1172019236684605,0.31850309071474947,103,355.16710829798154,REJECT
